firm_id,month,nace_code.x,region_code.x,employees_monthly,nace_code.y,region_code.y,turnover_monthly,region_code,nace_code,legal_form,employees_firm,foundation_year,revenue_last_year,turnover_yoy,emp_growth,productivity,month_num,seasonal_index
F01268,2023-11-01,I56,R05,20,I56,R05,12211.69,R05,I56,AG,26,2002,2557240.72,NA,0,610.5845,11,0.22288783230057405
F01269,2023-11-01,G47,R07,16,G47,R07,13264.96,R07,G47,GmbH,21,2001,46034.14,NA,1,829.06,11,0.4165066276509531
F01270,2023-11-01,I55,R04,24,I55,R04,60354.75,R04,I55,GmbH,29,2022,312746.16,NA,-0.07692307692307693,2514.78125,11,1.3057288898536155
F01271,2023-11-01,C29,R01,20,C29,R01,35145.3,R01,C29,Einzelunternehmen,29,1982,26125.27,NA,0.17647058823529413,1757.265,11,0.7310281281878965
F01272,2023-11-01,G47,R07,13,G47,R07,82148.01,R07,G47,KG,24,2000,87280.24,NA,-0.4583333333333333,6319.077692307692,11,1.422775967816715
F01273,2023-11-01,C29,R01,21,C29,R01,79829.44,R01,C29,OHG,24,1965,119350.84,NA,-0.2222222222222222,3801.401904761905,11,1.0532106890662452
F01274,2023-11-01,H49,R03,25,H49,R03,18873.64,R03,H49,GmbH,32,2011,81507.02,NA,0.9230769230769231,754.9456,11,0.37993910504489636
F01275,2023-11-01,C10,R03,24,C10,R03,68616.5,R03,C10,KG,20,2003,997974.89,NA,0.2,2859.0208333333335,11,0.9440180136592883
F01276,2023-11-01,C10,R07,12,C10,R07,54179.2,R07,C10,OHG,35,1977,243912.15,NA,-0.45454545454545453,4514.933333333333,11,1.239788177223983
F01277,2023-11-01,H49,R05,24,H49,R05,39636.37,R05,H49,KG,23,2004,565620.38,NA,0.14285714285714285,1651.5154166666669,11,0.9365714912014383
F01278,2023-11-01,I55,R10,18,I55,R10,24415.52,R10,I55,OHG,29,2004,178064.88,NA,-0.35714285714285715,1356.4177777777777,11,0.40207104031449636
F01279,2023-11-01,C10,R01,24,C10,R01,109604.44,R01,C10,AG,16,2020,363106.33,NA,0,4566.8516666666665,11,1.7851249899258261
F01280,2023-11-01,C10,R07,17,C10,R07,65920.39,R07,C10,AG,14,2012,318309.92,NA,-0.32,3877.67,11,1.7156335925940867
F01281,2023-11-01,I55,R09,14,I55,R09,130475.27,R09,I55,AG,30,2007,67807.19,NA,0,9319.662142857143,11,2.477356671439515
F01282,2023-11-01,C10,R07,15,C10,R07,34596.47,R07,C10,GmbH,24,2015,147422.72,NA,-0.0625,2306.4313333333334,11,0.7547421074680625
F01283,2023-11-01,I55,R03,27,I55,R03,113468.54,R03,I55,AG,31,2017,18714.84,NA,0.08,4202.538518518519,11,2.209649892629438
F01284,2023-11-01,C29,R04,26,C29,R04,26190.8,R04,C29,GmbH,28,2016,104688.67,NA,0.3684210526315789,1007.3384615384615,11,0.4169998153888824
F01285,2023-11-01,G47,R07,23,G47,R07,34424.06,R07,G47,AG,24,2009,314302.51,NA,0.15,1496.698260869565,11,0.5811862714173199
F01286,2023-11-01,C29,R10,17,C29,R10,20350.91,R10,C29,OHG,21,1976,164271.46,NA,0.0625,1197.1123529411764,11,0.34444525826928907
F01287,2023-11-01,G47,R04,22,G47,R04,8435.06,R04,G47,OHG,28,2017,560670.97,NA,0.15789473684210525,383.41181818181815,11,0.17329919741230287
F01288,2023-11-01,H49,R02,15,H49,R02,18522.84,R02,H49,AG,23,2019,139256.94,NA,0,1234.856,11,0.44434047526186266
F01289,2023-11-01,G47,R02,17,G47,R02,22311.63,R02,G47,OHG,25,1991,62270.77,NA,0.13333333333333333,1312.4488235294118,11,0.7185254461720529
F01290,2023-11-01,I56,R08,21,I56,R08,92289.6,R08,I56,AG,24,1967,434826.36,NA,-0.19230769230769232,4394.742857142857,11,1.5016402753523503
F01291,2023-11-01,C29,R02,19,C29,R02,64730.73,R02,C29,AG,23,1993,178359.02,NA,-0.13636363636363635,3406.8805263157897,11,1.2050488239705641
F01292,2023-11-01,I55,R02,17,I55,R02,61820.86,R02,I55,AG,25,2018,30328.31,NA,-0.05555555555555555,3636.521176470588,11,1.114706938285502
F01293,2023-11-01,G47,R06,19,G47,R06,8813.24,R06,G47,AG,26,2004,225651.72,NA,0.1875,463.85473684210524,11,0.2603694217396343
F01294,2023-11-01,C29,R06,33,C29,R06,141759,R06,C29,AG,25,1996,3780816.21,NA,1.3571428571428572,4295.727272727273,11,2.7776183955293665
F01295,2023-11-01,H49,R09,23,H49,R09,144264.69,R09,H49,GmbH,23,1986,69899.8,NA,0.21052631578947367,6272.377826086957,11,3.609801169835986
F01296,2023-11-01,C10,R03,28,C10,R03,35313.42,R03,C10,Einzelunternehmen,22,1996,451483.76,NA,1.1538461538461537,1261.1935714285714,11,0.724902737693435
F01297,2023-11-01,I56,R10,18,I56,R10,127587.88,R10,I56,GmbH,30,1996,84827.15,NA,0.058823529411764705,7088.2155555555555,11,2.2374903028492303
F01298,2023-11-01,H49,R09,22,H49,R09,10605.39,R09,H49,GmbH,27,2004,61071.7,NA,0.8333333333333334,482.0631818181818,11,0.23731321199154046
F01299,2023-11-01,G47,R01,20,G47,R01,40665.42,R01,G47,AG,20,1993,1819520.28,NA,0.25,2033.271,11,0.913826189012802
F01300,2023-11-01,H49,R03,20,H49,R03,17227.65,R03,H49,Einzelunternehmen,27,1982,332184.96,NA,-0.09090909090909091,861.3825,11,0.42407452126335815
F01301,2023-11-01,C10,R01,22,C10,R01,46951.26,R01,C10,KG,25,1995,582014.91,NA,-0.18518518518518517,2134.148181818182,11,0.8889874344198823
F01302,2023-11-01,H49,R06,24,H49,R06,57015.55,R06,H49,Einzelunternehmen,29,1999,436309.92,NA,0.4117647058823529,2375.647916666667,11,1.0873399131983164
F01303,2023-11-01,I55,R04,17,I55,R04,25221.25,R04,I55,KG,34,2009,1677129.72,NA,-0.2916666666666667,1483.6029411764705,11,0.589697790440178
F01304,2023-11-01,C29,R08,20,C29,R08,57047.53,R08,C29,Einzelunternehmen,32,2010,150693.25,NA,0,2852.3765,11,1.2834551734247808
F01305,2023-11-01,C10,R07,27,C10,R07,7965.12,R07,C10,GmbH,28,2006,814909.39,NA,0.35,295.00444444444446,11,0.18939450327453938
F01306,2023-11-01,H49,R01,17,H49,R01,13847.93,R01,H49,OHG,27,1977,263395.17,NA,0.13333333333333333,814.5841176470589,11,0.278248206236384
F01307,2023-11-01,I56,R06,26,I56,R06,47030.65,R06,I56,AG,31,2012,380794.53,NA,0.5294117647058824,1808.871153846154,11,1.0397023977777293
F01308,2023-11-01,C29,R06,15,C29,R06,133471.8,R06,C29,GmbH,31,1981,65329.02,NA,-0.2857142857142857,8898.119999999999,11,2.722686946595128
F01309,2023-11-01,C29,R10,35,C29,R10,12665.39,R10,C29,OHG,28,1998,218310.66,NA,0.5909090909090909,361.8682857142857,11,0.4049816700676121
F01310,2023-11-01,G47,R10,13,G47,R10,43601.66,R10,G47,KG,11,1994,321107.08,NA,-0.5517241379310345,3353.9738461538464,11,0.5919543635043166
F01311,2023-11-01,I55,R06,18,I55,R06,28065.3,R06,I55,KG,26,2004,767942.48,NA,-0.14285714285714285,1559.1833333333334,11,0.4639759864753782
F01312,2023-11-01,I55,R02,22,I55,R02,55563.34,R02,I55,GmbH,28,1991,388515.9,NA,-0.12,2525.6063636363633,11,1.2751090467098036
F01313,2023-11-01,H49,R01,16,H49,R01,17883.06,R01,H49,Einzelunternehmen,25,2003,258688.46,NA,-0.2,1117.69125,11,0.4809552697590696
F01314,2023-11-01,C10,R10,23,C10,R10,70344.65,R10,C10,GmbH,27,1972,9685.04,NA,-0.17857142857142858,3058.4630434782607,11,1.2329764338549196
F01315,2023-11-01,H49,R02,20,H49,R02,192264.95,R02,H49,OHG,26,2001,20682.11,NA,0.3333333333333333,9613.247500000001,11,3.377199801224723
F01316,2023-11-01,C29,R10,16,C29,R10,39068.99,R10,C29,OHG,28,1973,156290.2,NA,-0.3333333333333333,2441.811875,11,0.7665161073094049
F01317,2023-11-01,C10,R04,18,C10,R04,58058.38,R04,C10,GmbH,27,1968,799468.18,NA,0.058823529411764705,3225.4655555555555,11,1.446552642753214
F01318,2023-11-01,C29,R09,24,C29,R09,32595.01,R09,C29,AG,20,1966,76295.2,NA,0.3333333333333333,1358.1254166666665,11,0.9035335371523018
F01319,2023-11-01,C10,R08,19,C10,R08,12197.14,R08,C10,OHG,23,1981,40026.85,NA,-0.05,641.9547368421053,11,0.36247812486317205
F01320,2023-11-01,H49,R07,26,H49,R07,29916.25,R07,H49,KG,29,2008,69048.67,NA,0.625,1150.625,11,0.43181239152592343
F01321,2023-11-01,C29,R08,30,C29,R08,35949.63,R08,C29,AG,23,1978,291178.06,NA,0,1198.321,11,0.7087026858465426
F01322,2023-11-01,H49,R09,22,H49,R09,44067.61,R09,H49,GmbH,27,1965,57196.92,NA,0,2003.0731818181819,11,1.2498437315167183
F01323,2023-11-01,H49,R05,23,H49,R05,47868.81,R05,H49,KG,37,1989,513642.26,NA,0.09523809523809523,2081.2526086956523,11,1.0481108410789526
F01324,2023-11-01,I55,R07,14,I55,R07,45847.39,R07,I55,OHG,26,1996,501208.66,NA,-0.44,3274.8135714285713,11,1.3672853948011567
F01325,2023-11-01,C10,R06,12,C10,R06,63148.64,R06,C10,AG,33,2020,221202.21,NA,-0.3684210526315789,5262.386666666666,11,1.2431005939058215
F01326,2023-11-01,I56,R04,26,I56,R04,28501.06,R04,I56,GmbH,27,1970,125103.61,NA,0.18181818181818182,1096.1946153846154,11,0.611941541359
F01327,2023-11-01,C10,R02,17,C10,R02,33602.07,R02,C10,Einzelunternehmen,32,2007,31302.44,NA,-0.32,1976.5923529411764,11,0.5675534640572039
F01328,2023-11-01,C29,R08,23,C29,R08,81187.57,R08,C29,GmbH,27,1976,214325.7,NA,0.2777777777777778,3529.894347826087,11,1.6534982748982938
F01329,2023-11-01,I55,R08,21,I55,R08,59738.23,R08,I55,Einzelunternehmen,33,1988,117552.61,NA,0.05,2844.6776190476194,11,1.2142353495237534
F01330,2023-11-01,C10,R10,18,C10,R10,62579.45,R10,C10,Einzelunternehmen,27,2016,53597.57,NA,0.058823529411764705,3476.636111111111,11,1.5236140338632564
F01331,2023-11-01,I56,R01,20,I56,R01,25729.46,R01,I56,KG,26,2010,158203.44,NA,-0.23076923076923078,1286.473,11,0.48582624577961453
F01332,2023-11-01,H49,R01,23,H49,R01,4171.38,R01,H49,GmbH,23,1967,694222.46,NA,0.09523809523809523,181.36434782608697,11,0.11221243726986717
F01333,2023-11-01,H49,R02,21,H49,R02,21369.73,R02,H49,GmbH,25,2002,340524.36,NA,-0.08695652173913043,1017.6061904761905,11,0.37066010956350576
F01334,2023-11-01,I56,R03,24,I56,R03,20930.47,R03,I56,GmbH,28,1973,271369.62,NA,0.3333333333333333,872.1029166666667,11,0.40928359364175043
F01335,2023-11-01,C10,R04,22,C10,R04,85877.04,R04,C10,KG,23,2019,76996.14,NA,0.1,3903.5018181818177,11,2.064387611508588
F01336,2023-11-01,I56,R01,18,I56,R01,29097.92,R01,I56,OHG,21,1981,62559.7,NA,-0.18181818181818182,1616.551111111111,11,0.5570162342277124
F01337,2023-11-01,I55,R09,21,I55,R09,5461.97,R09,I55,GmbH,28,2002,95310.74,NA,1.3333333333333333,260.0938095238095,11,0.1225140780559378
F01338,2023-11-01,I55,R08,25,I55,R08,36466.46,R08,I55,KG,28,1965,335029.14,NA,1.0833333333333333,1458.6584,11,0.6043772964326677
F01339,2023-11-01,G47,R09,22,G47,R09,216738.34,R09,G47,Einzelunternehmen,30,1994,273275.04,NA,1.2,9851.742727272727,11,3.6089830464000454
F01340,2023-11-01,C10,R03,21,C10,R03,31672.24,R03,C10,GmbH,19,1989,172302.72,NA,0.10526315789473684,1508.2019047619049,11,0.5148750278847208
F01341,2023-11-01,C10,R09,28,C10,R09,7351.55,R09,C10,OHG,32,1974,94841.59,NA,0.47368421052631576,262.55535714285713,11,0.2609613878988137
F01342,2023-11-01,C29,R03,24,C29,R03,13862.75,R03,C29,OHG,26,1968,214366.11,NA,0.2631578947368421,577.6145833333334,11,0.2292957336462781
F01343,2023-11-01,I55,R07,13,I55,R07,28522.88,R07,I55,GmbH,26,2005,525832.1,NA,-0.35,2194.0676923076926,11,0.6228112144920727
F01344,2023-11-01,C10,R05,13,C10,R05,34744.13,R05,C10,OHG,30,2007,93175.41,NA,-0.35,2672.6253846153845,11,0.8923918793057155
F01345,2023-11-01,H49,R10,24,H49,R10,31814.16,R10,H49,OHG,29,2020,524519.2,NA,0.09090909090909091,1325.59,11,0.8627850754173798
F01346,2023-11-01,I56,R06,16,I56,R06,14059.95,R06,I56,OHG,30,2010,108485.01,NA,-0.4074074074074074,878.746875,11,0.31742774843136856
F01347,2023-11-01,C10,R08,19,C10,R08,25684.79,R08,C10,AG,20,2001,162403.22,NA,-0.2692307692307692,1351.831052631579,11,0.5968005790302522
F01348,2023-11-01,C29,R09,17,C29,R09,29460.75,R09,C29,AG,27,2002,1172717.52,NA,-0.22727272727272727,1732.985294117647,11,0.5570350481336492
F01349,2023-11-01,C10,R07,15,C10,R07,120844.73,R07,C10,KG,15,1987,43979.29,NA,-0.375,8056.315333333333,11,1.778374290458786
F01350,2023-11-01,G47,R01,36,G47,R01,21401.35,R01,G47,KG,35,1971,151096.29,NA,0.6363636363636364,594.4819444444444,11,0.5011586415960568
F01351,2023-11-01,I56,R01,17,I56,R01,114668.07,R01,I56,AG,28,2017,51501.71,NA,-0.37037037037037035,6745.180588235295,11,2.7220144337796595
F01352,2023-11-01,H49,R04,26,H49,R04,18245.96,R04,H49,OHG,28,1988,50382.23,NA,0.5294117647058824,701.7676923076923,11,0.28583566875140964
F01353,2023-11-01,I56,R06,17,I56,R06,28417.34,R06,I56,OHG,22,1998,83499.3,NA,-0.05555555555555555,1671.6082352941175,11,0.6531105202867313
F01354,2023-11-01,H49,R07,21,H49,R07,38956.96,R07,H49,Einzelunternehmen,32,2013,105410.14,NA,1.1,1855.0933333333332,11,0.406249436770699
F01355,2023-11-01,C29,R07,24,C29,R07,65831.95,R07,C29,Einzelunternehmen,21,1992,285553.97,NA,0.043478260869565216,2742.9979166666667,11,1.4352946665546022
F01356,2023-11-01,I56,R01,20,I56,R01,111022.56,R01,I56,GmbH,27,1992,58131.46,NA,0.1111111111111111,5551.128,11,1.5355160089602184
F01357,2023-11-01,C10,R08,25,C10,R08,26988.09,R08,C10,KG,32,1997,98701.64,NA,0,1079.5236,11,0.43540444679857815
F01358,2023-11-01,C29,R09,22,C29,R09,26524.98,R09,C29,KG,31,1968,212961.19,NA,0.047619047619047616,1205.6809090909092,11,0.4387481000662906
F01359,2023-11-01,G47,R10,22,G47,R10,12565.6,R10,G47,KG,31,1972,226699.09,NA,-0.12,571.1636363636363,11,0.265300317389806
F01360,2023-11-01,I55,R01,14,I55,R01,13318.41,R01,I55,KG,27,2015,331103.68,NA,-0.5,951.3149999999999,11,0.3121235819472603
F01361,2023-11-01,H49,R02,23,H49,R02,4546.24,R02,H49,Einzelunternehmen,19,2021,90329.44,NA,0.045454545454545456,197.66260869565215,11,0.12083227406906451
F01362,2023-11-01,C29,R05,20,C29,R05,25939.35,R05,C29,AG,19,1978,141155.57,NA,0.17647058823529413,1296.9675,11,0.5988690580048883
F01363,2023-11-01,C29,R01,24,C29,R01,29353.94,R01,C29,OHG,29,2007,59002.02,NA,0.2631578947368421,1223.0808333333332,11,0.6733606142227897
F01364,2023-11-01,C10,R05,15,C10,R05,9545.68,R05,C10,AG,30,1998,75472.15,NA,0.15384615384615385,636.3786666666667,11,0.18000377801863524
F01365,2023-11-01,C29,R01,24,C29,R01,21802.86,R01,C29,AG,26,1968,149999.49,NA,0.043478260869565216,908.4525,11,0.4536177564311041
F01366,2023-11-01,H49,R05,18,H49,R05,33946.58,R05,H49,KG,24,1998,635240.58,NA,-0.05263157894736842,1885.9211111111113,11,0.5551424562194593
F01367,2023-11-01,H49,R07,23,H49,R07,13553.04,R07,H49,KG,31,2014,78661.96,NA,0.21052631578947367,589.2626086956523,11,0.3737334432834472
F01368,2023-11-01,I55,R03,15,I55,R03,27076.14,R03,I55,AG,32,2003,161127.31,NA,-0.21052631578947367,1805.076,11,0.6952519819624692
F01369,2023-11-01,I56,R01,16,I56,R01,16018.46,R01,I56,AG,32,2018,1249605.94,NA,-0.4074074074074074,1001.15375,11,0.42921403876521036
F01370,2023-11-01,G47,R08,23,G47,R08,37269.09,R08,G47,GmbH,31,2015,385958.82,NA,-0.14814814814814814,1620.3952173913042,11,0.7694715086688759
F01371,2023-11-01,C10,R02,27,C10,R02,125068.51,R02,C10,AG,23,2014,275436.35,NA,0.125,4632.167037037037,11,2.6780755619802883
F01372,2023-11-01,I56,R05,21,I56,R05,46405.85,R05,I56,KG,24,1985,45932.36,NA,0.05,2209.802380952381,11,1.0550814981814642
F01373,2023-11-01,C10,R04,13,C10,R04,19334.52,R04,C10,AG,15,1969,335014.84,NA,-0.13333333333333333,1487.2707692307692,11,0.257958771001072
F01374,2023-11-01,H49,R03,22,H49,R03,49886.46,R03,H49,KG,21,1965,59265.99,NA,0,2267.566363636364,11,0.9346886416419911
F01375,2023-11-01,H49,R01,13,H49,R01,39998.26,R01,H49,OHG,29,2022,104494.61,NA,-0.23529411764705882,3076.789230769231,11,0.6884604871896027
F01376,2023-11-01,I56,R04,19,I56,R04,52363.4,R04,I56,KG,20,1985,104259.6,NA,0,2755.9684210526316,11,1.3278123350221482
F01377,2023-11-01,G47,R04,25,G47,R04,14668.57,R04,G47,OHG,33,2002,199816.54,NA,0,586.7428,11,0.32071322905966987
F01378,2023-11-01,I55,R03,26,I55,R03,13548.26,R03,I55,GmbH,32,1997,239844.25,NA,0.3684210526315789,521.0869230769231,11,0.3210273753044376
F01379,2023-11-01,C29,R04,16,C29,R04,232098.13,R04,C29,KG,23,2016,148393.99,NA,-0.2,14506.133125,11,4.783827668258812
F01380,2023-11-01,H49,R06,20,H49,R06,42515.87,R06,H49,KG,32,2020,683964.01,NA,0.1111111111111111,2125.7935,11,0.7685455612800034
F01381,2023-11-01,C10,R08,25,C10,R08,13259.59,R08,C10,GmbH,20,1993,141952.05,NA,-0.16666666666666666,530.3836,11,0.2655333865740453
F01382,2023-11-01,C10,R05,25,C10,R05,127575.19,R05,C10,OHG,33,2004,2290570.64,NA,0.08695652173913043,5103.0076,11,1.7298261654411011
F01383,2023-11-01,I56,R04,17,I56,R04,43129.09,R04,I56,GmbH,27,1985,23037.72,NA,-0.32,2537.005294117647,11,1.0647157629705413
F01384,2023-11-01,C10,R04,21,C10,R04,19553.31,R04,C10,GmbH,27,2018,246960.2,NA,0.10526315789473684,931.11,11,0.41748597913371843
F01385,2023-11-01,H49,R03,26,H49,R03,85445.51,R03,H49,AG,26,1992,338653.4,NA,1,3286.365769230769,11,1.7889436634585305
F01386,2023-11-01,I56,R10,16,I56,R10,15853.42,R10,I56,Einzelunternehmen,25,2017,31358.27,NA,-0.38461538461538464,990.83875,11,0.4581215078780864
F01387,2023-11-01,G47,R09,13,G47,R09,49440.67,R09,G47,KG,31,2011,161446.1,NA,-0.5185185185185185,3803.1284615384616,11,1.0609116660488171
F01388,2023-11-01,I55,R05,20,I55,R05,63480.44,R05,I55,OHG,28,1993,152026.36,NA,0.25,3174.022,11,1.1964258439195592
F01389,2023-11-01,H49,R03,22,H49,R03,41061.19,R03,H49,GmbH,34,1991,1615710.15,NA,0.29411764705882354,1866.4177272727275,11,1.10994115738828
F01390,2023-11-01,C29,R07,19,C29,R07,16786.59,R07,C29,AG,24,1983,615285.55,NA,0.35714285714285715,883.5047368421052,11,0.3560180716757929
F01391,2023-11-01,I56,R10,15,I56,R10,25054.75,R10,I56,OHG,25,2020,42350.48,NA,0,1670.3166666666666,11,0.5468885485459288
F01392,2023-11-01,I55,R02,23,I55,R02,66456.31,R02,I55,AG,29,1984,158324.32,NA,0.045454545454545456,2889.4047826086958,11,1.3920827235476243
F01393,2023-11-01,C29,R06,15,C29,R06,57182.22131147541,R06,C29,GmbH,31,1971,424913.44,NA,-0.4230769230769231,3812.148087431694,11,0.8856690927435311
F01394,2023-11-01,I56,R05,13,I56,R05,14621.6,R05,I56,GmbH,30,1994,253656.63,NA,-0.23529411764705882,1124.7384615384615,11,0.28464963162964035
F01395,2023-11-01,C10,R04,17,C10,R04,98418.18,R04,C10,AG,30,1970,509330.37,NA,-0.10526315789473684,5789.304705882352,11,2.063937890300644
F01396,2023-11-01,C10,R04,25,C10,R04,69384.36,R04,C10,OHG,28,1971,284913.93,NA,2.125,2775.3744,11,1.3773066464020647
F01397,2023-11-01,G47,R05,18,G47,R05,19153.54,R05,G47,AG,24,2011,27341.65,NA,-0.05263157894736842,1064.0855555555556,11,0.4650565209360283
F01398,2023-11-01,I56,R10,33,I56,R10,16193.89,R10,I56,OHG,17,2003,169326.61,NA,0.375,490.72393939393936,11,0.3856678664788009
F01399,2023-11-01,G47,R05,21,G47,R05,53147.5,R05,G47,KG,22,2013,180028.99,NA,0.16666666666666666,2530.8333333333335,11,1.2747807151104658
F01400,2023-11-01,C10,R06,22,C10,R06,68068.58,R06,C10,Einzelunternehmen,21,1985,325316.02,NA,0.375,3094.026363636364,11,1.397981042143665
F01401,2023-11-01,C29,R01,22,C29,R01,41291.76,R01,C29,KG,26,1987,90695.63,NA,0.1,1876.898181818182,11,0.802284941207219
F01402,2023-11-01,C10,R05,24,C10,R05,152141.95,R05,C10,KG,28,2002,109611.09,NA,0.3333333333333333,6339.247916666667,11,2.491967830866772
F01403,2023-11-01,C10,R01,17,C10,R01,54340.64,R01,C10,GmbH,24,1987,284542.52,NA,-0.15,3196.5082352941176,11,1.2358776702479242
F01404,2023-11-01,C10,R01,20,C10,R01,58074.93,R01,C10,KG,32,2008,655987.94,NA,0.05263157894736842,2903.7465,11,1.638422422767709
F01405,2023-11-01,I55,R08,22,I55,R08,61448.37,R08,I55,Einzelunternehmen,24,2018,136293.89,NA,0.047619047619047616,2793.1077272727275,11,1.2547623014890923
F01406,2023-11-01,I55,R10,16,I55,R10,46602.87,R10,I55,AG,28,1986,112078.74,NA,0.06666666666666667,2912.679375,11,0.9925618530996693
F01407,2023-11-01,C29,R03,22,C29,R03,21173.95,R03,C29,AG,22,1977,1114510.76,NA,0,962.4522727272728,11,0.4402163026296372
F01408,2023-11-01,C29,R08,24,C29,R08,40433.1,R08,C29,OHG,30,2015,138352.42,NA,0.6,1684.7124999999999,11,1.2313206850862173
F01409,2023-11-01,H49,R08,18,H49,R08,33036.57,R08,H49,KG,22,1972,230822.41,NA,-0.18181818181818182,1835.365,11,1.001511770829265
F01410,2023-11-01,C10,R09,21,C10,R09,29856.24,R09,C10,AG,26,1999,632517.77,NA,-0.08695652173913043,1421.7257142857143,11,0.5723064814331751
F01411,2023-11-01,I56,R04,17,I56,R04,26391.72,R04,I56,OHG,21,1997,188391.1,NA,-0.2608695652173913,1552.4541176470589,11,0.7981339781228063
F01412,2023-11-01,H49,R05,28,H49,R05,68237.15,R05,H49,GmbH,33,1983,573198.22,NA,0.07692307692307693,2437.0410714285713,11,0.9426866053303044
F01413,2023-11-01,C29,R02,25,C29,R02,88221.24,R02,C29,Einzelunternehmen,33,1969,200320.97,NA,0.19047619047619047,3528.8496,11,1.833670556955227
F01414,2023-11-01,I55,R10,15,I55,R10,34506.72,R10,I55,Einzelunternehmen,25,1977,245655.23,NA,-0.4,2300.448,11,0.895159008404533
F01415,2023-11-01,C10,R08,24,C10,R08,17873.99,R08,C10,OHG,22,1997,126576.85,NA,-0.14285714285714285,744.7495833333334,11,0.5160632560826388
F01416,2023-11-01,C10,R04,18,C10,R04,81910.37,R04,C10,Einzelunternehmen,32,1974,722358.92,NA,0.38461538461538464,4550.576111111111,11,1.02806884490724
F01417,2023-11-01,I56,R04,29,I56,R04,37248.72,R04,I56,OHG,22,1974,489717.58,NA,0.20833333333333334,1284.4386206896552,11,0.7996000359778714
F01418,2023-11-01,H49,R01,19,H49,R01,163288.29,R01,H49,AG,21,1974,97061.56,NA,-0.09523809523809523,8594.12052631579,11,4.245092143043953
F01419,2023-11-01,G47,R04,22,G47,R04,21033.57,R04,G47,AG,37,1980,37509.45,NA,0.6923076923076923,956.0713636363636,11,0.26006877546480256
F01420,2023-11-01,C10,R04,22,C10,R04,8436.67,R04,C10,OHG,22,1993,530558.53,NA,0.29411764705882354,383.485,11,0.18892102178838494
F01421,2023-11-01,H49,R01,23,H49,R01,25540.61,R01,H49,Einzelunternehmen,29,2004,37015.56,NA,0.2777777777777778,1110.4613043478262,11,0.5024212295505279
F01422,2023-11-01,C29,R03,28,C29,R03,15335.76,R03,C29,OHG,27,1993,64133.25,NA,0.3333333333333333,547.7057142857143,11,0.4421973905735839
F01423,2023-11-01,H49,R06,21,H49,R06,109447.51,R06,H49,KG,24,1988,117993.03,NA,-0.08695652173913043,5211.78619047619,11,2.2171589657101323
F01424,2023-11-01,C10,R01,23,C10,R01,65762.95,R01,C10,GmbH,23,1976,490497.98,NA,0.4375,2859.2586956521736,11,1.286146704925772
F01425,2023-11-01,G47,R05,13,G47,R05,34661.04,R05,G47,KG,15,1997,347430.17,NA,-0.4090909090909091,2666.233846153846,11,0.9959322016366015
F01426,2023-11-01,H49,R03,26,H49,R03,185502.94,R03,H49,GmbH,21,1997,74215.43,NA,0.13043478260869565,7134.7284615384615,11,3.8504733040590144
F01427,2023-11-01,H49,R09,19,H49,R09,19881.07,R09,H49,GmbH,23,1969,784275.7,NA,-0.05,1046.372105263158,11,0.5922908321163839
F01428,2023-11-01,I55,R07,20,I55,R07,64585.17,R07,I55,KG,16,1966,421512.31,NA,-0.2,3229.2585,11,1.2230974581475054
F01429,2023-11-01,H49,R02,27,H49,R02,35471.16,R02,H49,KG,26,1970,98629.06,NA,1.4545454545454546,1313.746666666667,11,0.767637487855921
F01430,2023-11-01,I56,R03,24,I56,R03,119231.42,R03,I56,AG,22,1995,103861.47,NA,-0.1111111111111111,4967.975833333333,11,2.2467255114688007
F01431,2023-11-01,C10,R09,9,C10,R09,22604.58,R09,C10,Einzelunternehmen,24,2016,141016.29,NA,-0.35714285714285715,2511.6200000000003,11,0.35010416263462685
F01432,2023-11-01,H49,R04,16,H49,R04,91102.03,R04,H49,AG,19,2022,294032.64,NA,-0.42857142857142855,5693.876875,11,1.8095962478828098
F01433,2023-11-01,C10,R07,20,C10,R07,95494.38,R07,C10,Einzelunternehmen,28,1993,131226.45,NA,-0.047619047619047616,4774.719,11,1.602959511573832
F01434,2023-11-01,I56,R01,14,I56,R01,82667.91,R01,I56,GmbH,28,1991,51134.41,NA,0.07692307692307693,5904.850714285714,11,1.5810688846689434
F01435,2023-11-01,I56,R07,17,I56,R07,18974.88,R07,I56,KG,31,2009,99427.11,NA,-0.2608695652173913,1116.169411764706,11,0.47030233670894267
F01436,2023-11-01,C10,R04,18,C10,R04,148234.93,R04,C10,OHG,23,2010,70309.47,NA,0.125,8235.273888888889,11,2.389852517136642
F01437,2023-11-01,G47,R02,19,G47,R02,84141.09,R02,G47,OHG,43,1997,120487.96,NA,-0.13636363636363635,4428.478421052631,11,0.994623989462686
F01438,2023-11-01,C10,R07,18,C10,R07,50527.86,R07,C10,Einzelunternehmen,23,1967,174433.99,NA,-0.14285714285714285,2807.1033333333335,11,1.184467071266676
F01439,2023-11-01,H49,R02,22,H49,R02,99441.08,R02,H49,OHG,24,1987,150139.8,NA,0.15789473684210525,4520.049090909091,11,2.1337515150967876
F01440,2023-11-01,I55,R08,21,I55,R08,53097.03,R08,I55,AG,25,1983,196723.53,NA,-0.08695652173913043,2528.43,11,0.9195379758821081
F01441,2023-11-01,H49,R05,27,H49,R05,9348.24,R05,H49,OHG,26,2006,46589.34,NA,0.42105263157894735,346.2311111111111,11,0.15262785877534388
